timestamp,item_id,item_name,current_stock,threshold,hourly_velocity,day_of_week,is_peak_hour,is_stock_out
1/2/2026 9:00,BK-01,Croissants,34,10,13,Friday,TRUE,FALSE
1/2/2026 10:00,BK-02,Bread,40,10,6,Friday,TRUE,FALSE
1/2/2026 11:00,BK-02,Bread,22,10,9,Friday,FALSE,FALSE
1/2/2026 11:00,BK-03,Muffins,19,10,9,Friday,FALSE,FALSE
1/2/2026 11:00,BK-04,Coffee,22,10,16,Friday,FALSE,FALSE
1/2/2026 12:00,BK-04,Coffee,23,10,15,Friday,FALSE,FALSE
1/2/2026 13:00,BK-04,Coffee,23,10,15,Friday,FALSE,FALSE
1/2/2026 16:00,BK-02,Bread,17,10,8,Friday,FALSE,FALSE
1/2/2026 17:00,BK-01,Croissants,7,10,4,Friday,FALSE,FALSE
1/2/2026 17:00,BK-03,Muffins,40,10,16,Friday,TRUE,FALSE
1/2/2026 18:00,BK-01,Croissants,32,10,3,Friday,FALSE,FALSE
1/2/2026 18:00,BK-02,Bread,30,10,7,Friday,FALSE,FALSE
1/2/2026 18:00,BK-04,Coffee,35,10,20,Friday,TRUE,FALSE
1/2/2026 22:00,BK-03,Muffins,27,10,6,Friday,FALSE,FALSE
1/2/2026 22:00,BK-04,Coffee,24,10,12,Friday,FALSE,FALSE
1/3/2026 7:00,BK-01,Croissants,40,10,24,Saturday,TRUE,FALSE
1/3/2026 7:00,BK-03,Muffins,18,10,4,Saturday,FALSE,FALSE
1/3/2026 7:00,BK-04,Coffee,27,10,19,Saturday,TRUE,FALSE
1/3/2026 8:00,BK-01,Croissants,40,10,21,Saturday,TRUE,FALSE
1/3/2026 11:00,BK-02,Bread,38,10,9,Saturday,FALSE,FALSE
1/3/2026 11:00,BK-03,Muffins,38,10,4,Saturday,FALSE,FALSE
1/3/2026 11:00,BK-04,Coffee,26,10,10,Saturday,FALSE,FALSE
1/3/2026 12:00,BK-02,Bread,17,10,10,Saturday,FALSE,FALSE
1/3/2026 14:00,BK-04,Coffee,36,10,12,Saturday,FALSE,FALSE
1/3/2026 15:00,BK-01,Croissants,28,10,1,Saturday,FALSE,FALSE
1/3/2026 16:00,BK-01,Croissants,14,10,2,Saturday,FALSE,FALSE
1/3/2026 17:00,BK-04,Coffee,21,10,15,Saturday,TRUE,FALSE
1/3/2026 18:00,BK-01,Croissants,17,10,4,Saturday,FALSE,FALSE
1/3/2026 19:00,BK-04,Coffee,27,10,18,Saturday,TRUE,FALSE
1/3/2026 21:00,BK-04,Coffee,1,10,15,Saturday,FALSE,TRUE
1/3/2026 22:00,BK-02,Bread,13,10,7,Saturday,FALSE,FALSE
1/4/2026 6:00,BK-01,Croissants,32,10,2,Sunday,FALSE,FALSE
1/4/2026 6:00,BK-02,Bread,19,10,12,Sunday,FALSE,FALSE
1/4/2026 8:00,BK-01,Croissants,26,10,21,Sunday,TRUE,FALSE
1/4/2026 8:00,BK-02,Bread,16,10,8,Sunday,TRUE,FALSE
1/4/2026 8:00,BK-04,Coffee,0,10,20,Sunday,TRUE,TRUE
1/4/2026 9:00,BK-03,Muffins,0,10,2,Sunday,FALSE,TRUE
1/4/2026 10:00,BK-03,Muffins,0,10,8,Sunday,FALSE,TRUE
1/4/2026 11:00,BK-01,Croissants,40,10,25,Sunday,TRUE,FALSE
1/4/2026 11:00,BK-04,Coffee,31,10,11,Sunday,FALSE,FALSE
1/4/2026 12:00,BK-01,Croissants,25,10,3,Sunday,FALSE,FALSE
1/4/2026 12:00,BK-02,Bread,40,10,11,Sunday,FALSE,FALSE
1/4/2026 14:00,BK-03,Muffins,1,10,19,Sunday,TRUE,TRUE
1/4/2026 14:00,BK-04,Coffee,40,10,15,Sunday,FALSE,FALSE
1/4/2026 15:00,BK-04,Coffee,26,10,15,Sunday,FALSE,FALSE
1/4/2026 17:00,BK-01,Croissants,7,10,1,Sunday,FALSE,FALSE
1/4/2026 17:00,BK-03,Muffins,34,10,16,Sunday,TRUE,FALSE
1/4/2026 19:00,BK-03,Muffins,30,10,7,Sunday,FALSE,FALSE
1/4/2026 21:00,BK-02,Bread,22,10,10,Sunday,FALSE,FALSE
1/4/2026 21:00,BK-03,Muffins,16,10,6,Sunday,FALSE,FALSE
1/4/2026 22:00,BK-02,Bread,35,10,12,Sunday,FALSE,FALSE
1/5/2026 7:00,BK-01,Croissants,22,10,18,Monday,TRUE,FALSE
1/5/2026 7:00,BK-03,Muffins,32,10,1,Monday,FALSE,FALSE
1/5/2026 9:00,BK-03,Muffins,13,10,4,Monday,FALSE,FALSE
1/5/2026 10:00,BK-01,Croissants,31,10,12,Monday,TRUE,FALSE
1/5/2026 10:00,BK-03,Muffins,25,10,7,Monday,FALSE,FALSE
1/5/2026 12:00,BK-03,Muffins,18,10,9,Monday,FALSE,FALSE
1/5/2026 14:00,BK-01,Croissants,37,10,8,Monday,FALSE,FALSE
1/5/2026 14:00,BK-04,Coffee,40,10,12,Monday,FALSE,FALSE
1/5/2026 16:00,BK-01,Croissants,37,10,2,Monday,FALSE,FALSE
1/5/2026 16:00,BK-02,Bread,14,10,6,Monday,FALSE,FALSE
1/5/2026 19:00,BK-03,Muffins,30,10,8,Monday,FALSE,FALSE
1/5/2026 20:00,BK-01,Croissants,0,10,4,Monday,FALSE,TRUE
1/5/2026 21:00,BK-01,Croissants,13,10,1,Monday,FALSE,FALSE
1/5/2026 21:00,BK-03,Muffins,17,10,4,Monday,FALSE,FALSE
1/5/2026 22:00,BK-01,Croissants,39,10,4,Monday,FALSE,FALSE
1/6/2026 6:00,BK-03,Muffins,20,10,2,Tuesday,FALSE,FALSE
1/6/2026 7:00,BK-02,Bread,28,10,8,Tuesday,FALSE,FALSE
1/6/2026 7:00,BK-03,Muffins,8,10,2,Tuesday,FALSE,FALSE
1/6/2026 8:00,BK-02,Bread,24,10,10,Tuesday,TRUE,FALSE
1/6/2026 9:00,BK-02,Bread,37,10,10,Tuesday,TRUE,FALSE
1/6/2026 9:00,BK-04,Coffee,30,10,18,Tuesday,TRUE,FALSE
1/6/2026 13:00,BK-03,Muffins,27,10,16,Tuesday,TRUE,FALSE
1/6/2026 15:00,BK-02,Bread,35,10,7,Tuesday,FALSE,FALSE
1/6/2026 16:00,BK-04,Coffee,38,10,12,Tuesday,FALSE,FALSE
1/6/2026 18:00,BK-01,Croissants,23,10,4,Tuesday,FALSE,FALSE
1/6/2026 18:00,BK-03,Muffins,15,10,9,Tuesday,FALSE,FALSE
1/6/2026 18:00,BK-04,Coffee,37,10,18,Tuesday,TRUE,FALSE
1/6/2026 19:00,BK-01,Croissants,7,10,3,Tuesday,FALSE,FALSE
1/6/2026 20:00,BK-01,Croissants,8,10,1,Tuesday,FALSE,FALSE
1/6/2026 20:00,BK-02,Bread,22,10,7,Tuesday,FALSE,FALSE
1/6/2026 20:00,BK-04,Coffee,36,10,13,Tuesday,FALSE,FALSE
1/7/2026 6:00,BK-01,Croissants,18,10,2,Wednesday,FALSE,FALSE
1/7/2026 6:00,BK-03,Muffins,29,10,1,Wednesday,FALSE,FALSE
1/7/2026 7:00,BK-04,Coffee,33,10,15,Wednesday,TRUE,FALSE
1/7/2026 8:00,BK-02,Bread,17,10,8,Wednesday,TRUE,FALSE
1/7/2026 9:00,BK-03,Muffins,18,10,4,Wednesday,FALSE,FALSE
1/7/2026 9:00,BK-04,Coffee,32,10,17,Wednesday,TRUE,FALSE
1/7/2026 11:00,BK-01,Croissants,32,10,13,Wednesday,TRUE,FALSE
1/7/2026 11:00,BK-02,Bread,39,10,5,Wednesday,FALSE,FALSE
1/7/2026 11:00,BK-03,Muffins,24,10,4,Wednesday,FALSE,FALSE
1/7/2026 12:00,BK-02,Bread,24,10,9,Wednesday,FALSE,FALSE
1/7/2026 13:00,BK-02,Bread,36,10,6,Wednesday,FALSE,FALSE
1/7/2026 13:00,BK-03,Muffins,22,10,19,Wednesday,TRUE,FALSE
1/7/2026 13:00,BK-04,Coffee,36,10,15,Wednesday,FALSE,FALSE
1/7/2026 14:00,BK-03,Muffins,20,10,13,Wednesday,TRUE,FALSE
1/7/2026 15:00,BK-02,Bread,0,10,10,Wednesday,FALSE,TRUE
1/7/2026 15:00,BK-03,Muffins,0,10,12,Wednesday,TRUE,TRUE
1/7/2026 15:00,BK-04,Coffee,28,10,14,Wednesday,FALSE,FALSE
1/7/2026 16:00,BK-01,Croissants,34,10,2,Wednesday,FALSE,FALSE
1/7/2026 17:00,BK-01,Croissants,33,10,2,Wednesday,FALSE,FALSE
1/7/2026 17:00,BK-03,Muffins,0,10,13,Wednesday,TRUE,TRUE
1/7/2026 18:00,BK-01,Croissants,25,10,4,Wednesday,FALSE,FALSE
1/7/2026 18:00,BK-03,Muffins,2,10,9,Wednesday,FALSE,TRUE
1/7/2026 19:00,BK-01,Croissants,27,10,2,Wednesday,FALSE,FALSE
1/7/2026 19:00,BK-03,Muffins,2,10,7,Wednesday,FALSE,TRUE
1/7/2026 20:00,BK-01,Croissants,14,10,4,Wednesday,FALSE,FALSE
1/7/2026 21:00,BK-02,Bread,1,10,8,Wednesday,FALSE,TRUE
1/7/2026 21:00,BK-03,Muffins,15,10,7,Wednesday,FALSE,FALSE
1/7/2026 22:00,BK-02,Bread,0,10,6,Wednesday,FALSE,TRUE
1/8/2026 6:00,BK-02,Bread,1,10,8,Thursday,FALSE,TRUE
1/8/2026 6:00,BK-03,Muffins,0,10,2,Thursday,FALSE,TRUE
1/8/2026 6:00,BK-04,Coffee,20,10,10,Thursday,FALSE,FALSE
1/8/2026 7:00,BK-02,Bread,11,10,6,Thursday,FALSE,FALSE
1/8/2026 7:00,BK-03,Muffins,0,10,1,Thursday,FALSE,TRUE
1/8/2026 8:00,BK-04,Coffee,21,10,17,Thursday,TRUE,FALSE
1/8/2026 9:00,BK-03,Muffins,1,10,3,Thursday,FALSE,TRUE
1/8/2026 10:00,BK-02,Bread,1,10,10,Thursday,TRUE,TRUE
1/8/2026 10:00,BK-04,Coffee,24,10,17,Thursday,TRUE,FALSE
1/8/2026 11:00,BK-04,Coffee,31,10,12,Thursday,FALSE,FALSE
1/8/2026 12:00,BK-04,Coffee,26,10,11,Thursday,FALSE,FALSE
1/8/2026 13:00,BK-01,Croissants,0,10,4,Thursday,FALSE,TRUE
1/8/2026 13:00,BK-02,Bread,2,10,7,Thursday,FALSE,TRUE
1/8/2026 14:00,BK-01,Croissants,0,10,3,Thursday,FALSE,TRUE
1/8/2026 14:00,BK-03,Muffins,1,10,13,Thursday,TRUE,TRUE
1/8/2026 15:00,BK-01,Croissants,2,10,1,Thursday,FALSE,FALSE
1/8/2026 17:00,BK-04,Coffee,34,10,18,Thursday,TRUE,FALSE
1/8/2026 18:00,BK-03,Muffins,0,10,5,Thursday,FALSE,TRUE
1/8/2026 19:00,BK-03,Muffins,0,10,7,Thursday,FALSE,TRUE
1/8/2026 21:00,BK-01,Croissants,18,10,2,Thursday,FALSE,FALSE
1/8/2026 21:00,BK-02,Bread,32,10,5,Thursday,FALSE,FALSE
1/8/2026 21:00,BK-03,Muffins,30,10,6,Thursday,FALSE,FALSE
1/8/2026 21:00,BK-04,Coffee,32,10,15,Thursday,FALSE,FALSE
1/8/2026 22:00,BK-04,Coffee,18,10,14,Thursday,FALSE,FALSE
1/9/2026 7:00,BK-01,Croissants,31,10,10,Friday,TRUE,FALSE
1/9/2026 8:00,BK-01,Croissants,20,10,12,Friday,TRUE,FALSE
1/9/2026 9:00,BK-02,Bread,17,10,9,Friday,TRUE,FALSE
1/9/2026 10:00,BK-01,Croissants,32,10,15,Friday,TRUE,FALSE
1/9/2026 11:00,BK-03,Muffins,31,10,4,Friday,FALSE,FALSE
1/9/2026 11:00,BK-04,Coffee,23,10,15,Friday,FALSE,FALSE
1/9/2026 12:00,BK-01,Croissants,15,10,5,Friday,FALSE,FALSE
1/9/2026 12:00,BK-04,Coffee,32,10,16,Friday,FALSE,FALSE
1/9/2026 13:00,BK-02,Bread,25,10,10,Friday,FALSE,FALSE
1/9/2026 13:00,BK-03,Muffins,30,10,12,Friday,TRUE,FALSE
1/9/2026 15:00,BK-04,Coffee,27,10,13,Friday,FALSE,FALSE
1/9/2026 17:00,BK-01,Croissants,29,10,4,Friday,FALSE,FALSE
1/9/2026 17:00,BK-02,Bread,16,10,9,Friday,FALSE,FALSE
1/9/2026 18:00,BK-02,Bread,35,10,10,Friday,FALSE,FALSE
1/9/2026 21:00,BK-02,Bread,38,10,9,Friday,FALSE,FALSE
1/9/2026 22:00,BK-01,Croissants,8,10,1,Friday,FALSE,FALSE
1/9/2026 22:00,BK-04,Coffee,34,10,12,Friday,FALSE,FALSE
1/10/2026 6:00,BK-01,Croissants,38,10,3,Saturday,FALSE,FALSE
1/10/2026 7:00,BK-01,Croissants,27,10,18,Saturday,TRUE,FALSE
1/10/2026 7:00,BK-03,Muffins,40,10,1,Saturday,FALSE,FALSE
1/10/2026 7:00,BK-04,Coffee,37,10,19,Saturday,TRUE,FALSE
1/10/2026 8:00,BK-02,Bread,14,10,8,Saturday,TRUE,FALSE
1/10/2026 8:00,BK-03,Muffins,0,10,2,Saturday,FALSE,TRUE
1/10/2026 8:00,BK-04,Coffee,22,10,16,Saturday,TRUE,FALSE
1/10/2026 9:00,BK-01,Croissants,28,10,20,Saturday,TRUE,FALSE
1/10/2026 9:00,BK-03,Muffins,0,10,4,Saturday,FALSE,TRUE
1/10/2026 11:00,BK-03,Muffins,0,10,8,Saturday,FALSE,TRUE
1/10/2026 12:00,BK-01,Croissants,23,10,6,Saturday,FALSE,FALSE
1/10/2026 14:00,BK-01,Croissants,17,10,8,Saturday,FALSE,FALSE
1/10/2026 15:00,BK-01,Croissants,13,10,4,Saturday,FALSE,FALSE
1/10/2026 16:00,BK-01,Croissants,38,10,2,Saturday,FALSE,FALSE
1/10/2026 16:00,BK-03,Muffins,24,10,18,Saturday,TRUE,FALSE
1/10/2026 16:00,BK-04,Coffee,34,10,16,Saturday,FALSE,FALSE
1/10/2026 17:00,BK-03,Muffins,20,10,14,Saturday,TRUE,FALSE
1/10/2026 19:00,BK-01,Croissants,23,10,2,Saturday,FALSE,FALSE
1/10/2026 20:00,BK-02,Bread,15,10,9,Saturday,FALSE,FALSE
1/10/2026 21:00,BK-02,Bread,30,10,11,Saturday,FALSE,FALSE
1/10/2026 21:00,BK-03,Muffins,30,10,8,Saturday,FALSE,FALSE
1/10/2026 21:00,BK-04,Coffee,18,10,15,Saturday,FALSE,FALSE
1/10/2026 22:00,BK-02,Bread,11,10,8,Saturday,FALSE,FALSE
1/10/2026 22:00,BK-03,Muffins,28,10,9,Saturday,FALSE,FALSE
1/10/2026 22:00,BK-04,Coffee,30,10,13,Saturday,FALSE,FALSE
1/11/2026 7:00,BK-01,Croissants,39,10,25,Sunday,TRUE,FALSE
1/11/2026 7:00,BK-02,Bread,17,10,7,Sunday,FALSE,FALSE
1/11/2026 7:00,BK-04,Coffee,22,10,17,Sunday,TRUE,FALSE
1/11/2026 8:00,BK-02,Bread,29,10,9,Sunday,TRUE,FALSE
1/11/2026 8:00,BK-04,Coffee,24,10,20,Sunday,TRUE,FALSE
1/11/2026 9:00,BK-02,Bread,40,10,9,Sunday,TRUE,FALSE
1/11/2026 10:00,BK-02,Bread,27,10,9,Sunday,TRUE,FALSE
1/11/2026 15:00,BK-04,Coffee,28,10,16,Sunday,FALSE,FALSE
1/11/2026 16:00,BK-03,Muffins,40,10,20,Sunday,TRUE,FALSE
1/11/2026 17:00,BK-01,Croissants,13,10,4,Sunday,FALSE,FALSE
1/11/2026 18:00,BK-01,Croissants,25,10,2,Sunday,FALSE,FALSE
1/11/2026 19:00,BK-02,Bread,28,10,7,Sunday,FALSE,FALSE
1/11/2026 19:00,BK-04,Coffee,31,10,17,Sunday,TRUE,FALSE
1/11/2026 21:00,BK-01,Croissants,34,10,2,Sunday,FALSE,FALSE
1/11/2026 21:00,BK-04,Coffee,21,10,14,Sunday,FALSE,FALSE
1/12/2026 6:00,BK-01,Croissants,34,10,1,Monday,FALSE,FALSE
1/12/2026 7:00,BK-04,Coffee,30,10,19,Monday,TRUE,FALSE
1/12/2026 8:00,BK-01,Croissants,36,10,17,Monday,TRUE,FALSE
1/12/2026 8:00,BK-03,Muffins,27,10,3,Monday,FALSE,FALSE
1/12/2026 9:00,BK-02,Bread,25,10,10,Monday,TRUE,FALSE
1/12/2026 10:00,BK-01,Croissants,20,10,17,Monday,TRUE,FALSE
1/12/2026 11:00,BK-02,Bread,32,10,5,Monday,FALSE,FALSE
1/12/2026 12:00,BK-02,Bread,23,10,9,Monday,FALSE,FALSE
1/12/2026 13:00,BK-02,Bread,40,10,8,Monday,FALSE,FALSE
1/12/2026 13:00,BK-03,Muffins,0,10,18,Monday,TRUE,TRUE
1/12/2026 15:00,BK-01,Croissants,10,10,2,Monday,FALSE,FALSE
1/12/2026 15:00,BK-03,Muffins,1,10,19,Monday,TRUE,TRUE
1/12/2026 16:00,BK-01,Croissants,0,10,2,Monday,FALSE,TRUE
1/12/2026 17:00,BK-01,Croissants,27,10,3,Monday,FALSE,FALSE
1/12/2026 17:00,BK-02,Bread,12,10,6,Monday,FALSE,FALSE
1/12/2026 17:00,BK-04,Coffee,22,10,19,Monday,TRUE,FALSE
1/12/2026 18:00,BK-02,Bread,28,10,8,Monday,FALSE,FALSE
1/12/2026 18:00,BK-03,Muffins,0,10,9,Monday,FALSE,TRUE
1/12/2026 19:00,BK-01,Croissants,16,10,3,Monday,FALSE,FALSE
1/12/2026 19:00,BK-04,Coffee,34,10,20,Monday,TRUE,FALSE
1/12/2026 20:00,BK-01,Croissants,30,10,3,Monday,FALSE,FALSE
1/12/2026 20:00,BK-03,Muffins,39,10,7,Monday,FALSE,FALSE
1/12/2026 20:00,BK-04,Coffee,34,10,11,Monday,FALSE,FALSE
1/12/2026 21:00,BK-02,Bread,17,10,10,Monday,FALSE,FALSE
1/12/2026 21:00,BK-03,Muffins,30,10,4,Monday,FALSE,FALSE
1/12/2026 21:00,BK-04,Coffee,33,10,11,Monday,FALSE,FALSE
1/12/2026 22:00,BK-01,Croissants,35,10,3,Monday,FALSE,FALSE
1/12/2026 22:00,BK-04,Coffee,0,10,12,Monday,FALSE,TRUE
1/13/2026 6:00,BK-01,Croissants,7,10,4,Tuesday,FALSE,FALSE
1/13/2026 6:00,BK-04,Coffee,0,10,16,Tuesday,FALSE,TRUE
1/13/2026 7:00,BK-03,Muffins,35,10,4,Tuesday,FALSE,FALSE
1/13/2026 8:00,BK-03,Muffins,19,10,3,Tuesday,FALSE,FALSE
1/13/2026 12:00,BK-02,Bread,25,10,9,Tuesday,FALSE,FALSE
1/13/2026 13:00,BK-02,Bread,15,10,5,Tuesday,FALSE,FALSE
1/13/2026 13:00,BK-04,Coffee,1,10,16,Tuesday,FALSE,TRUE
1/13/2026 14:00,BK-04,Coffee,0,10,12,Tuesday,FALSE,TRUE
1/13/2026 15:00,BK-01,Croissants,14,10,1,Tuesday,FALSE,FALSE
1/13/2026 15:00,BK-02,Bread,21,10,8,Tuesday,FALSE,FALSE
1/13/2026 16:00,BK-03,Muffins,29,10,17,Tuesday,TRUE,FALSE
1/13/2026 18:00,BK-01,Croissants,21,10,3,Tuesday,FALSE,FALSE
1/13/2026 18:00,BK-04,Coffee,27,10,17,Tuesday,TRUE,FALSE
1/13/2026 19:00,BK-02,Bread,21,10,9,Tuesday,FALSE,FALSE
1/13/2026 19:00,BK-03,Muffins,10,10,4,Tuesday,FALSE,FALSE
1/13/2026 20:00,BK-02,Bread,29,10,6,Tuesday,FALSE,FALSE
1/13/2026 20:00,BK-04,Coffee,22,10,14,Tuesday,FALSE,FALSE
1/13/2026 21:00,BK-01,Croissants,6,10,3,Tuesday,FALSE,FALSE
1/13/2026 21:00,BK-03,Muffins,7,10,4,Tuesday,FALSE,FALSE
1/13/2026 22:00,BK-01,Croissants,16,10,4,Tuesday,FALSE,FALSE
1/13/2026 22:00,BK-02,Bread,13,10,6,Tuesday,FALSE,FALSE
1/14/2026 7:00,BK-02,Bread,16,10,7,Wednesday,FALSE,FALSE
1/14/2026 7:00,BK-04,Coffee,37,10,15,Wednesday,TRUE,FALSE
1/14/2026 8:00,BK-04,Coffee,28,10,19,Wednesday,TRUE,FALSE
1/14/2026 9:00,BK-02,Bread,32,10,10,Wednesday,TRUE,FALSE
1/14/2026 10:00,BK-04,Coffee,40,10,19,Wednesday,TRUE,FALSE
1/14/2026 13:00,BK-03,Muffins,34,10,14,Wednesday,TRUE,FALSE
1/14/2026 14:00,BK-03,Muffins,27,10,16,Wednesday,TRUE,FALSE
1/14/2026 16:00,BK-04,Coffee,32,10,11,Wednesday,FALSE,FALSE
1/14/2026 17:00,BK-03,Muffins,32,10,17,Wednesday,TRUE,FALSE
1/14/2026 18:00,BK-01,Croissants,36,10,4,Wednesday,FALSE,FALSE
1/14/2026 19:00,BK-02,Bread,14,10,5,Wednesday,FALSE,FALSE
1/14/2026 20:00,BK-02,Bread,15,10,7,Wednesday,FALSE,FALSE
1/14/2026 20:00,BK-03,Muffins,37,10,5,Wednesday,FALSE,FALSE
1/14/2026 22:00,BK-04,Coffee,40,10,16,Wednesday,FALSE,FALSE
1/15/2026 6:00,BK-01,Croissants,30,10,4,Thursday,FALSE,FALSE
1/15/2026 6:00,BK-04,Coffee,21,10,15,Thursday,FALSE,FALSE
1/15/2026 8:00,BK-02,Bread,26,10,6,Thursday,TRUE,FALSE
1/15/2026 9:00,BK-04,Coffee,28,10,16,Thursday,TRUE,FALSE
1/15/2026 11:00,BK-03,Muffins,14,10,5,Thursday,FALSE,FALSE
1/15/2026 11:00,BK-04,Coffee,32,10,16,Thursday,FALSE,FALSE
1/15/2026 12:00,BK-03,Muffins,7,10,4,Thursday,FALSE,FALSE
1/15/2026 13:00,BK-02,Bread,30,10,5,Thursday,FALSE,FALSE
1/15/2026 13:00,BK-03,Muffins,36,10,18,Thursday,TRUE,FALSE
1/15/2026 14:00,BK-04,Coffee,14,10,10,Thursday,FALSE,FALSE
1/15/2026 16:00,BK-01,Croissants,19,10,4,Thursday,FALSE,FALSE
1/15/2026 16:00,BK-04,Coffee,36,10,11,Thursday,FALSE,FALSE
1/15/2026 17:00,BK-02,Bread,11,10,8,Thursday,FALSE,FALSE
1/15/2026 20:00,BK-01,Croissants,6,10,3,Thursday,FALSE,FALSE
1/15/2026 20:00,BK-02,Bread,40,10,10,Thursday,FALSE,FALSE
1/15/2026 21:00,BK-03,Muffins,25,10,9,Thursday,FALSE,FALSE
1/15/2026 22:00,BK-02,Bread,22,10,10,Thursday,FALSE,FALSE
1/16/2026 6:00,BK-01,Croissants,9,10,2,Friday,FALSE,FALSE
1/16/2026 6:00,BK-02,Bread,29,10,5,Friday,FALSE,FALSE
1/16/2026 7:00,BK-03,Muffins,0,10,2,Friday,FALSE,TRUE
1/16/2026 7:00,BK-04,Coffee,37,10,18,Friday,TRUE,FALSE
1/16/2026 8:00,BK-01,Croissants,20,10,12,Friday,TRUE,FALSE
1/16/2026 8:00,BK-03,Muffins,0,10,1,Friday,FALSE,TRUE
1/16/2026 9:00,BK-04,Coffee,31,10,20,Friday,TRUE,FALSE
1/16/2026 13:00,BK-04,Coffee,26,10,12,Friday,FALSE,FALSE
1/16/2026 17:00,BK-01,Croissants,26,10,3,Friday,FALSE,FALSE
1/16/2026 17:00,BK-04,Coffee,33,10,17,Friday,TRUE,FALSE
1/16/2026 21:00,BK-01,Croissants,37,10,4,Friday,FALSE,FALSE
1/16/2026 21:00,BK-02,Bread,33,10,8,Friday,FALSE,FALSE
1/16/2026 21:00,BK-04,Coffee,19,10,14,Friday,FALSE,FALSE
1/16/2026 22:00,BK-01,Croissants,21,10,4,Friday,FALSE,FALSE
1/17/2026 6:00,BK-01,Croissants,16,10,4,Saturday,FALSE,FALSE
1/17/2026 6:00,BK-02,Bread,36,10,8,Saturday,FALSE,FALSE
1/17/2026 7:00,BK-01,Croissants,34,10,19,Saturday,TRUE,FALSE
1/17/2026 7:00,BK-04,Coffee,23,10,16,Saturday,TRUE,FALSE
1/17/2026 8:00,BK-01,Croissants,30,10,24,Saturday,TRUE,FALSE
1/17/2026 9:00,BK-02,Bread,36,10,10,Saturday,TRUE,FALSE
1/17/2026 9:00,BK-03,Muffins,2,10,4,Saturday,FALSE,TRUE
1/17/2026 10:00,BK-03,Muffins,0,10,4,Saturday,FALSE,TRUE
1/17/2026 11:00,BK-03,Muffins,0,10,8,Saturday,FALSE,TRUE
1/17/2026 12:00,BK-01,Croissants,25,10,3,Saturday,FALSE,FALSE
1/17/2026 13:00,BK-01,Croissants,26,10,8,Saturday,FALSE,FALSE
1/17/2026 13:00,BK-04,Coffee,24,10,16,Saturday,FALSE,FALSE
1/17/2026 15:00,BK-03,Muffins,1,10,15,Saturday,TRUE,TRUE
1/17/2026 19:00,BK-02,Bread,22,10,11,Saturday,FALSE,FALSE
1/17/2026 20:00,BK-02,Bread,16,10,11,Saturday,FALSE,FALSE
1/17/2026 20:00,BK-03,Muffins,0,10,8,Saturday,FALSE,TRUE
1/17/2026 22:00,BK-01,Croissants,0,10,1,Saturday,FALSE,TRUE
1/17/2026 22:00,BK-04,Coffee,19,10,11,Saturday,FALSE,FALSE
1/18/2026 7:00,BK-01,Croissants,1,10,24,Sunday,TRUE,TRUE
1/18/2026 8:00,BK-04,Coffee,22,10,18,Sunday,TRUE,FALSE
1/18/2026 9:00,BK-01,Croissants,0,10,24,Sunday,TRUE,TRUE
